edad	trabajo	estciv	educacion	mora	balance	vivienda	prestamo	contacto	dia	mes	duracion	campana	pdias	previo	presultado	y
33	management	divorced	secundaria	no	106	no	no	celular	20	aug	175	3	-1	0	desconocido	no
44	technician	divorced	secundaria	no	0	no	no	celular	12	aug	56	2	-1	0	desconocido	no
55	management	married	terciario	no	979	no	si	celular	8	jul	123	1	-1	0	desconocido	no
51	admin.	married	secundaria	no	2662	no	no	teléfono	28	jan	148	2	-1	0	desconocido	no
34	management	single	terciario	no	84	no	no	celular	5	feb	231	1	-1	0	desconocido	no
58	retired	divorced	desconocido	no	5920	si	no	celular	23	jul	255	1	-1	0	desconocido	no
39	management	single	terciario	no	816	si	no	celular	27	aug	37	3	-1	0	desconocido	no
27	unemployed	single	secundaria	no	3276	no	no	celular	5	aug	106	1	110	2	otro	no
55	management	divorced	desconocido	no	2	si	no	desconocido	19	may	95	1	-1	0	desconocido	no
35	technician	single	secundaria	no	-51	no	no	desconocido	2	jul	134	2	-1	0	desconocido	no
37	technician	single	terciario	no	3315	si	no	celular	9	apr	820	2	-1	0	desconocido	no
52	technician	married	secundaria	no	196	si	si	celular	24	feb	116	1	273	3	fracaso	no
41	blue-collar	married	secundaria	no	552	si	no	celular	12	may	463	1	-1	0	desconocido	no
52	admin.	married	secundaria	no	2347	no	si	celular	12	aug	603	3	-1	0	desconocido	no
34	blue-collar	single	secundaria	no	3723	si	no	desconocido	27	may	47	5	-1	0	desconocido	no
53	management	divorced	primaria	no	255	no	no	celular	19	nov	126	1	-1	0	desconocido	no
33	management	single	terciario	no	3143	no	no	celular	29	jun	421	2	-1	0	desconocido	si
47	self-employed	married	secundaria	no	0	no	no	desconocido	26	jun	174	8	-1	0	desconocido	no
35	blue-collar	married	secundaria	no	6411	si	si	celular	30	jan	144	1	266	2	fracaso	no
33	management	single	terciario	no	1909	no	no	celular	8	aug	191	2	-1	0	desconocido	no
55	blue-collar	married	primaria	no	3873	no	no	teléfono	21	apr	222	1	-1	0	desconocido	no
58	self-employed	married	primaria	no	1013	si	no	celular	11	aug	206	1	461	1	fracaso	si
44	admin.	married	secundaria	no	262	si	no	celular	9	jul	74	1	-1	0	desconocido	no
25	services	single	secundaria	no	3217	si	no	desconocido	28	may	24	1	-1	0	desconocido	no
37	technician	single	secundaria	no	5436	si	no	celular	6	may	7	11	351	1	fracaso	no
41	blue-collar	married	primaria	no	2067	si	no	celular	15	may	493	7	-1	0	desconocido	no
34	blue-collar	single	secundaria	no	215	no	no	celular	3	mar	350	3	-1	0	desconocido	si
36	services	divorced	secundaria	no	1594	no	no	desconocido	6	jun	250	3	-1	0	desconocido	no
44	self-employed	married	terciario	no	134	no	no	celular	28	aug	86	4	-1	0	desconocido	no
34	entrepreneur	divorced	terciario	no	262	no	no	celular	20	nov	371	1	-1	0	desconocido	no
56	blue-collar	divorced	primaria	no	3021	no	no	desconocido	9	jun	419	2	-1	0	desconocido	no
43	management	divorced	terciario	no	388	si	no	desconocido	8	may	2087	2	-1	0	desconocido	si
28	blue-collar	single	secundaria	no	3412	si	no	celular	15	may	22	4	-1	0	desconocido	no
54	blue-collar	married	secundaria	no	1291	si	no	desconocido	5	may	266	1	-1	0	desconocido	no
37	technician	divorced	secundaria	no	79	no	no	celular	21	jul	191	1	-1	0	desconocido	no
59	self-employed	married	terciario	no	2013	no	no	celular	19	feb	222	4	94	2	éxito	si
58	blue-collar	divorced	secundaria	no	543	no	si	teléfono	17	jul	264	3	-1	0	desconocido	no
56	management	divorced	terciario	no	1016	si	no	desconocido	9	jun	184	5	-1	0	desconocido	no
32	blue-collar	single	secundaria	no	604	no	si	celular	28	may	95	3	-1	0	desconocido	no
42	management	single	terciario	no	525	no	no	celular	13	aug	127	2	-1	0	desconocido	no
52	retired	divorced	primaria	no	353	no	no	celular	31	jul	395	4	-1	0	desconocido	no
46	management	married	terciario	no	964	si	no	celular	8	apr	174	1	-1	0	desconocido	no
37	admin.	married	terciario	no	3913	si	no	celular	27	apr	124	1	-1	0	desconocido	si
39	blue-collar	married	primaria	no	879	si	no	desconocido	26	may	102	2	-1	0	desconocido	no
31	admin.	married	secundaria	no	314	si	no	celular	17	apr	279	1	-1	0	desconocido	no
59	housemaid	married	primaria	no	0	no	no	celular	27	aug	76	11	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	1370	si	no	celular	11	may	472	2	-1	0	desconocido	no
58	management	married	secundaria	no	37	no	no	celular	18	aug	84	11	-1	0	desconocido	no
34	management	single	terciario	no	673	si	si	celular	20	nov	271	1	184	1	fracaso	no
40	services	married	secundaria	no	-342	si	no	desconocido	26	may	754	1	-1	0	desconocido	no
20	student	single	secundaria	no	291	no	no	teléfono	11	may	172	5	371	5	fracaso	no
34	technician	married	secundaria	no	209	si	si	celular	8	apr	375	2	-1	0	desconocido	no
31	technician	single	terciario	no	438	si	no	celular	12	aug	130	2	-1	0	desconocido	no
39	admin.	single	secundaria	no	1242	si	no	desconocido	12	may	303	3	-1	0	desconocido	no
34	entrepreneur	married	terciario	no	355	si	no	desconocido	16	may	261	1	-1	0	desconocido	no
24	blue-collar	married	secundaria	no	204	si	si	celular	17	apr	229	3	-1	0	desconocido	no
41	management	married	terciario	no	10758	si	no	celular	1	jun	288	1	-1	0	desconocido	no
40	management	married	terciario	no	5	si	no	celular	18	nov	219	3	-1	0	desconocido	no
45	technician	single	secundaria	no	410	si	no	desconocido	30	may	891	4	-1	0	desconocido	si
36	management	married	terciario	no	605	si	no	desconocido	26	may	204	1	-1	0	desconocido	no
53	management	married	terciario	no	4	no	no	desconocido	20	jun	19	6	-1	0	desconocido	no
23	student	single	secundaria	no	8494	no	no	celular	25	aug	158	2	-1	0	desconocido	no
42	entrepreneur	married	primaria	no	198	si	no	desconocido	8	may	314	1	-1	0	desconocido	no
48	blue-collar	married	secundaria	no	841	si	no	desconocido	19	may	215	1	-1	0	desconocido	no
34	management	married	terciario	no	8	no	no	celular	25	aug	169	4	-1	0	desconocido	no
36	admin.	married	secundaria	no	470	si	no	celular	31	jul	101	4	-1	0	desconocido	no
43	retired	married	secundaria	no	520	si	no	desconocido	20	may	15	13	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	439	si	no	desconocido	21	may	260	5	-1	0	desconocido	no
49	blue-collar	married	secundaria	no	-454	si	no	celular	14	may	558	1	-1	0	desconocido	si
55	retired	married	secundaria	no	466	no	no	desconocido	17	jun	287	4	-1	0	desconocido	no
53	retired	married	secundaria	no	665	si	no	celular	22	apr	371	2	-1	0	desconocido	si
42	technician	married	secundaria	no	994	si	no	celular	11	aug	149	1	78	5	fracaso	si
45	admin.	married	secundaria	no	5346	si	si	desconocido	21	oct	187	1	-1	0	desconocido	si
31	blue-collar	married	secundaria	no	1243	si	no	desconocido	21	may	32	1	-1	0	desconocido	no
32	admin.	married	terciario	no	0	si	no	desconocido	5	may	138	1	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	2357	si	no	desconocido	17	jun	228	2	-1	0	desconocido	no
56	retired	married	secundaria	no	1044	no	no	teléfono	3	jul	353	2	-1	0	desconocido	si
46	admin.	married	secundaria	no	1069	si	no	desconocido	8	may	45	2	-1	0	desconocido	no
41	housemaid	single	secundaria	no	231	no	no	celular	9	jul	76	2	-1	0	desconocido	no
31	admin.	married	secundaria	no	0	si	si	desconocido	6	may	144	2	-1	0	desconocido	no
32	technician	married	secundaria	no	266	si	no	celular	19	aug	168	2	-1	0	desconocido	no
38	management	married	terciario	no	-70	si	no	celular	30	jan	140	1	2	3	otro	no
49	retired	single	primaria	no	25824	no	no	desconocido	17	jun	94	1	-1	0	desconocido	no
46	management	single	primaria	no	538	no	no	desconocido	17	jun	118	3	-1	0	desconocido	no
29	technician	single	secundaria	no	534	si	no	celular	18	may	382	1	-1	0	desconocido	no
36	admin.	married	desconocido	no	2323	no	no	celular	19	nov	111	1	-1	0	desconocido	no
38	admin.	married	secundaria	no	1852	si	no	celular	15	may	298	2	-1	0	desconocido	no
53	technician	married	secundaria	no	2647	si	no	desconocido	30	may	121	1	-1	0	desconocido	no
43	management	married	terciario	no	2767	si	no	desconocido	15	may	317	7	-1	0	desconocido	no
41	management	married	terciario	no	176	si	si	desconocido	5	may	42	1	-1	0	desconocido	no
42	management	single	secundaria	no	9720	no	no	celular	5	aug	81	2	-1	0	desconocido	no
55	blue-collar	divorced	secundaria	no	1613	si	no	celular	3	apr	296	1	270	3	fracaso	si
39	admin.	divorced	secundaria	no	2903	si	si	teléfono	25	jul	259	2	-1	0	desconocido	no
30	admin.	single	secundaria	no	81	si	no	celular	6	aug	121	6	112	3	otro	no
41	blue-collar	married	secundaria	no	780	si	no	celular	15	may	432	3	-1	0	desconocido	no
44	unemployed	married	terciario	no	178	no	no	celular	8	aug	126	2	-1	0	desconocido	no
58	management	married	terciario	no	299	no	no	celular	16	jul	120	4	-1	0	desconocido	no
35	retired	married	primaria	no	285	si	no	celular	29	jan	136	1	-1	0	desconocido	no
27	blue-collar	married	secundaria	no	872	si	no	celular	17	apr	1130	3	-1	0	desconocido	no
34	services	married	secundaria	no	1337	no	no	celular	17	dec	330	2	127	3	éxito	si
25	services	married	secundaria	no	72	si	no	celular	23	jul	305	2	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	0	no	no	desconocido	20	jun	332	3	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	-388	si	no	desconocido	9	may	412	1	-1	0	desconocido	no
30	admin.	married	secundaria	no	11	si	no	celular	11	may	157	1	-1	0	desconocido	no
47	blue-collar	divorced	secundaria	si	-535	si	no	celular	30	jul	71	2	-1	0	desconocido	no
41	services	divorced	secundaria	no	787	si	no	celular	8	may	297	2	-1	0	desconocido	no
36	management	single	terciario	no	3343	no	no	celular	18	nov	307	1	-1	0	desconocido	no
63	entrepreneur	married	secundaria	no	3904	no	no	teléfono	4	aug	250	2	187	2	éxito	si
23	management	single	terciario	no	736	si	no	celular	30	apr	119	1	-1	0	desconocido	no
32	management	married	terciario	no	1390	no	no	celular	7	aug	116	2	-1	0	desconocido	no
57	retired	married	primaria	no	808	no	no	teléfono	7	jul	274	1	-1	0	desconocido	no
48	management	married	terciario	no	1147	no	no	celular	5	aug	389	1	64	2	éxito	si
49	services	married	secundaria	no	1122	no	no	celular	4	aug	143	1	-1	0	desconocido	no
50	technician	married	secundaria	no	-568	si	si	desconocido	28	may	860	2	-1	0	desconocido	no
33	blue-collar	married	primaria	no	1165	si	no	desconocido	21	may	420	2	-1	0	desconocido	no
53	services	divorced	secundaria	no	-905	si	no	desconocido	28	may	213	1	-1	0	desconocido	no
30	unemployed	married	terciario	no	0	si	no	celular	18	nov	756	1	-1	0	desconocido	no
38	technician	married	secundaria	no	740	no	no	celular	7	aug	259	3	-1	0	desconocido	no
44	management	married	secundaria	no	8262	si	no	celular	23	jul	201	16	-1	0	desconocido	no
39	admin.	single	secundaria	no	14	si	si	desconocido	13	may	19	9	-1	0	desconocido	no
45	technician	single	desconocido	no	7108	si	si	celular	18	nov	53	1	172	3	fracaso	no
36	blue-collar	married	secundaria	no	1049	si	no	celular	14	may	224	4	-1	0	desconocido	si
38	blue-collar	married	secundaria	no	0	si	no	celular	13	may	57	5	349	1	otro	no
36	housemaid	married	secundaria	no	419	si	no	desconocido	30	may	251	1	-1	0	desconocido	no
30	management	single	terciario	no	726	si	no	celular	16	apr	39	1	342	3	fracaso	no
28	technician	divorced	terciario	no	594	si	si	desconocido	18	jun	54	3	-1	0	desconocido	no
26	unemployed	married	terciario	no	454	si	si	desconocido	23	may	28	18	-1	0	desconocido	no
54	desconocido	married	secundaria	no	2206	no	no	celular	12	nov	104	1	99	2	otro	si
38	admin.	married	terciario	no	1988	no	no	celular	27	mar	164	2	130	2	fracaso	si
32	technician	single	terciario	no	0	no	no	celular	7	aug	268	2	-1	0	desconocido	no
50	admin.	divorced	secundaria	no	202	no	si	celular	17	nov	148	1	-1	0	desconocido	no
43	blue-collar	married	secundaria	no	667	si	no	desconocido	7	may	228	3	-1	0	desconocido	no
48	admin.	married	secundaria	no	112	no	no	celular	18	aug	139	5	-1	0	desconocido	no
57	housemaid	married	primaria	no	50	no	no	celular	18	aug	89	3	-1	0	desconocido	no
64	housemaid	married	primaria	no	768	no	no	celular	15	jul	250	2	182	1	éxito	no
26	services	divorced	secundaria	no	74	si	no	desconocido	23	may	106	6	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	661	si	no	celular	18	jul	968	1	-1	0	desconocido	si
50	self-employed	married	secundaria	no	3025	no	si	celular	6	aug	168	3	-1	0	desconocido	no
47	self-employed	married	terciario	no	751	no	no	celular	24	jul	408	14	-1	0	desconocido	no
39	management	single	terciario	no	416	no	no	celular	23	oct	56	4	-1	0	desconocido	no
52	services	married	primaria	no	14	no	si	celular	28	jul	55	5	-1	0	desconocido	no
31	blue-collar	single	primaria	no	-502	si	no	desconocido	29	may	76	4	-1	0	desconocido	no
50	blue-collar	married	primaria	no	0	no	no	celular	11	aug	72	5	-1	0	desconocido	no
47	technician	married	secundaria	no	599	si	no	celular	13	aug	99	3	-1	0	desconocido	no
30	management	single	terciario	no	-218	si	no	celular	27	aug	13	15	-1	0	desconocido	no
32	technician	single	terciario	no	1012	no	no	celular	14	apr	178	1	-1	0	desconocido	no
36	technician	married	secundaria	no	300	no	no	desconocido	9	jun	287	1	-1	0	desconocido	no
46	technician	married	terciario	no	217	si	no	celular	14	may	141	1	346	2	otro	no
45	management	divorced	terciario	no	2096	no	no	celular	21	nov	127	1	100	2	fracaso	no
37	technician	single	secundaria	no	0	no	no	celular	4	aug	69	2	-1	0	desconocido	no
58	housemaid	married	primaria	no	5278	si	no	desconocido	4	jun	763	4	-1	0	desconocido	no
59	management	married	terciario	no	1831	no	no	celular	17	feb	122	1	92	1	fracaso	no
28	management	married	terciario	no	1480	si	no	celular	18	may	143	1	-1	0	desconocido	no
48	management	married	terciario	no	7289	si	no	celular	2	feb	316	3	-1	0	desconocido	no
55	blue-collar	married	desconocido	no	1665	no	no	teléfono	30	jul	89	2	-1	0	desconocido	no
37	blue-collar	single	primaria	no	851	si	no	celular	15	may	151	1	352	1	fracaso	no
41	management	married	terciario	no	2885	no	no	celular	19	nov	40	1	-1	0	desconocido	no
35	blue-collar	married	secundaria	no	137	no	si	desconocido	4	oct	5	1	808	12	fracaso	no
34	blue-collar	single	secundaria	no	1239	si	no	celular	18	jul	90	1	-1	0	desconocido	no
43	management	single	terciario	no	146	no	no	celular	21	nov	50	1	113	5	otro	no
59	technician	married	secundaria	no	1	no	no	celular	15	apr	159	2	378	3	fracaso	si
50	blue-collar	divorced	primaria	no	-10	no	si	celular	10	jul	369	6	-1	0	desconocido	no
37	technician	married	secundaria	no	480	no	no	celular	22	oct	344	2	182	8	otro	si
35	technician	married	secundaria	no	2789	si	no	celular	4	sep	256	2	94	1	fracaso	no
50	technician	single	secundaria	no	3897	no	no	celular	26	oct	298	1	-1	0	desconocido	no
36	technician	divorced	secundaria	no	487	no	si	celular	11	aug	268	3	-1	0	desconocido	no
41	admin.	married	secundaria	no	5110	si	no	celular	13	apr	231	1	-1	0	desconocido	no
28	management	married	terciario	no	318	si	no	desconocido	27	may	4	4	-1	0	desconocido	no
42	technician	single	terciario	no	-411	si	no	celular	12	may	78	5	292	3	fracaso	no
60	retired	married	secundaria	no	4820	no	no	desconocido	5	jun	419	1	-1	0	desconocido	no
28	management	single	terciario	no	4937	si	no	teléfono	13	may	421	3	-1	0	desconocido	no
48	entrepreneur	married	secundaria	no	725	no	si	celular	10	jul	105	1	-1	0	desconocido	no
51	entrepreneur	married	terciario	no	5403	no	no	desconocido	6	jun	42	1	-1	0	desconocido	no
32	technician	married	terciario	no	4089	no	no	celular	26	may	114	7	287	3	fracaso	no
35	technician	married	terciario	no	188	no	no	celular	26	aug	286	2	-1	0	desconocido	no
37	technician	married	desconocido	no	189	no	no	celular	1	oct	238	1	107	2	éxito	si
38	blue-collar	divorced	secundaria	no	2998	si	no	desconocido	11	jun	91	1	-1	0	desconocido	no
77	retired	married	secundaria	no	610	no	no	celular	13	aug	766	3	-1	0	desconocido	no
32	management	single	desconocido	no	787	no	no	celular	28	jan	92	1	-1	0	desconocido	no
43	technician	divorced	secundaria	no	167	no	no	celular	4	aug	211	3	-1	0	desconocido	no
36	management	single	terciario	no	243	si	no	celular	7	may	160	2	360	3	fracaso	no
29	management	married	terciario	no	877	no	no	celular	3	feb	166	3	-1	0	desconocido	no
32	admin.	single	secundaria	no	2817	si	no	celular	21	nov	195	1	-1	0	desconocido	no
41	management	divorced	terciario	no	4567	si	si	celular	16	jul	106	1	-1	0	desconocido	no
26	services	single	secundaria	no	127	si	si	celular	23	jul	85	3	-1	0	desconocido	no
34	blue-collar	married	primaria	no	176	no	no	celular	24	jul	78	1	-1	0	desconocido	no
57	retired	married	terciario	no	0	si	si	desconocido	28	may	648	1	-1	0	desconocido	si
36	services	single	secundaria	no	1482	si	no	celular	18	nov	177	2	174	1	otro	no
42	blue-collar	married	secundaria	no	3052	si	no	desconocido	27	may	32	1	-1	0	desconocido	no
35	technician	divorced	secundaria	no	56	no	no	celular	29	aug	24	12	-1	0	desconocido	no
52	entrepreneur	divorced	primaria	no	278	si	no	desconocido	7	may	688	2	-1	0	desconocido	no
36	management	single	terciario	no	3875	si	no	desconocido	27	may	21	5	-1	0	desconocido	no
46	technician	married	secundaria	no	-337	si	no	desconocido	27	may	112	1	-1	0	desconocido	no
60	management	divorced	terciario	no	366	no	no	celular	3	jun	593	1	-1	0	desconocido	si
57	housemaid	married	primaria	no	501	si	si	celular	7	aug	59	2	-1	0	desconocido	no
48	management	married	terciario	no	998	si	no	celular	29	jan	121	3	-1	0	desconocido	no
59	self-employed	married	primaria	no	0	si	no	teléfono	28	jul	97	2	-1	0	desconocido	no
39	management	married	terciario	no	246	no	no	celular	11	aug	86	2	-1	0	desconocido	no
44	blue-collar	married	secundaria	no	-182	si	si	celular	14	may	10	10	-1	0	desconocido	no
27	management	single	terciario	no	446	no	no	celular	23	jun	205	3	-1	0	desconocido	no
59	retired	married	secundaria	no	1173	no	no	desconocido	9	jun	77	2	-1	0	desconocido	no
36	technician	divorced	secundaria	no	5957	si	no	celular	18	nov	138	2	-1	0	desconocido	no
44	admin.	married	secundaria	no	205	no	no	celular	3	nov	289	1	-1	0	desconocido	si
50	admin.	married	secundaria	no	0	no	no	celular	4	aug	86	4	-1	0	desconocido	no
41	management	divorced	terciario	no	369	si	no	teléfono	22	aug	9	3	-1	0	desconocido	no
47	admin.	married	secundaria	no	1934	no	si	celular	14	may	225	1	364	1	fracaso	no
32	technician	single	terciario	no	259	no	no	celular	22	jul	407	4	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	284	si	si	desconocido	3	jun	1030	6	-1	0	desconocido	no
55	blue-collar	married	desconocido	no	23	no	no	celular	13	aug	123	2	-1	0	desconocido	no
38	management	single	terciario	no	1373	no	no	celular	22	oct	119	4	-1	0	desconocido	no
31	management	single	terciario	no	62	si	no	celular	18	may	175	1	293	5	fracaso	no
38	blue-collar	divorced	secundaria	no	157	no	no	desconocido	9	jun	299	5	-1	0	desconocido	no
29	unemployed	single	terciario	no	991	no	no	celular	5	feb	563	1	-1	0	desconocido	no
55	services	married	secundaria	no	186	si	si	desconocido	9	may	241	1	-1	0	desconocido	no
