EDAD	TRABAJO	PESOFIN	EDUCACION	EDUCACIONNUM	ESTADOCIV	OCUPACION	RELACION	RAZA	SEXO	CAPGANADO	CAPPERD	HORASEMA	PAISC	INGRESO
48	 State-gov	170142	 Masters	14	Divorciado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
44	 Self-emp-not-inc	187164	 HS-grad	9	Divorciado	 Transport-moving	No-casado	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
34	 Local-gov	303867	 9th	5	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
19	 Privado	291429	 HS-grad	9	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
32	 Privado	213179	 Some-college	10	Divorciado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
31	 State-gov	111843	 Assoc-acdm	12	Separado	 Other-service	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	297154	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	2407	0	40	 Estados-Unidos	 <=50K
47	 Federal-gov	68493	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 >50K
46	 Federal-gov	340718	 11th	7	Viudo	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
18	 Privado	194059	 12th	8	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	47296	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	1740	20	 Estados-Unidos	 <=50K
28	 State-gov	286310	 HS-grad	9	Casado-civil	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
38	 Privado	207202	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	48	 Estados-Unidos	 >50K
33	 Self-emp-inc	132601	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
17		139183	 10th	6	 Nunca-casado		Niño-propio	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
41	 Privado	160785	 Assoc-voc	11	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
46	 Privado	117849	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	15024	0	40	 Estados-Unidos	 >50K
38	 Local-gov	225605	 Some-college	10	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	44	 Estados-Unidos	 <=50K
24	 Privado	190290	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
49	 Privado	164799	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
60	 Federal-gov	21876	 Some-college	10	Divorciado	 Prof-specialty	 Not-in-family	 Amer-Indian-Eskimo	 Femenino	0	0	40	 Estados-Unidos	 <=50K
44	 Privado	160785	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
63	 Self-emp-inc	272425	 Assoc-voc	11	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
40	 Privado	168538	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
45	 Self-emp-inc	204205	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
49	 Privado	142287	 Some-college	10	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	1902	50	 Estados-Unidos	 >50K
36	 Privado	169926	 HS-grad	9	Divorciado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
65	 Local-gov	205024	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	8	 Estados-Unidos	 <=50K
41	 Privado	374764	 Bachelors	13	Viudo	 Exec-magerial	No-casado	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
25	 Privado	108779	 Masters	14	Separado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
20		293136	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
60	 Privado	227332	 Assoc-voc	11	Viudo	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
17	 Local-gov	246308	 11th	7	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Femenino	0	0	20	 Puerto-Rico	 <=50K
28	 Privado	51331	 Assoc-acdm	12	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	0	16	 Estados-Unidos	 >50K
31	 Privado	153078	 Assoc-acdm	12	 Nunca-casado	 Craft-repair	Niño-propio	 Otra	 Masculino	0	0	50	 Estados-Unidos	 <=50K
47	 Privado	169180	 Masters	14	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
45	 Self-emp-not-inc	193451	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
51	 Privado	305147	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	138892	 HS-grad	9	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
44	 Self-emp-not-inc	402397	 Masters	14	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	1902	60	 Estados-Unidos	 >50K
34	 Privado	223267	 HS-grad	9	 Nunca-casado	 Exec-magerial	 Other-relative	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
19	 Privado	29250	 Some-college	10	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	10	 Estados-Unidos	 <=50K
51		203953	 HS-grad	9	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
46	 State-gov	29696	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
30	 Privado	315640	 Doctorate	16	Casado-civil	 Prof-specialty	 Esposo	 Asian-Pac-Islander	 Masculino	0	1977	40	 Chi	 >50K
37	 Privado	632613	 10th	6	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	35	 Mexico	 <=50K
56	 Privado	282023	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
29	 Privado	77760	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
46	 Self-emp-not-inc	148599	 Masters	14	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
55	 Privado	414994	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	339863	 Bachelors	13	Divorciado	 Sales	 Not-in-family	 Blanca	 Masculino	8614	0	48	 Estados-Unidos	 >50K
34	 Privado	499249	 HS-grad	9	 Casado-conyuge-ausente	 Handlers-cleaners	 Not-in-family	 Blanca	 Masculino	0	0	40	 Guatemala	 <=50K
45		144354	 9th	5	Separado		Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
41	 Privado	252058	 Bachelors	13	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
22		99543	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
34	 Privado	117963	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
27	 Privado	194652	 HS-grad	9	 Nunca-casado	 Craft-repair	Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	299705	 Some-college	10	 Nunca-casado	 Handlers-cleaners	No-casado	 Negra	 Masculino	0	0	37	 Estados-Unidos	 <=50K
19	 Federal-gov	27433	 12th	8	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
47	 Local-gov	39986	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
43	 Self-emp-inc	135342	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
52	 Privado	270142	 Assoc-voc	11	Separado	 Exec-magerial	No-casado	 Negra	 Femenino	0	0	60	 Estados-Unidos	 <=50K
33	 Self-emp-not-inc	118267	 Assoc-acdm	12	Divorciado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
29	 Privado	266043	 9th	5	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	35633	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	74568	 Some-college	10	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
39	 Privado	214816	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
43	 Privado	222971	 5th-6th	3	 Nunca-casado	 Machine-op-inspct	No-casado	 Blanca	 Femenino	0	0	40	 Mexico	 <=50K
31	 Privado	259425	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
47	 Self-emp-inc	212120	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
26	 Privado	245880	 HS-grad	9	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
58	 Local-gov	54947	 Some-college	10	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	55	 Estados-Unidos	 <=50K
