Valoracion_credito	Edad	Ingresos	Tarjetas_credito	Educacion	Creditos_coche
Bueno	37.90	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	40.78	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.43	Alto	5 o más	Bachillerato	2 o más
Bueno	39.06	Alto	5 o más	Universitario	2 o más
Bueno	35.71	Medio	5 o más	Bachillerato	2 o más
Bueno	28.50	Medio	Menos de 5	Bachillerato	2 o más
Bueno	27.97	Medio	5 o más	Universitario	2 o más
Bueno	40.19	Medio	5 o más	Universitario	2 o más
Bueno	41.04	Alto	5 o más	Bachillerato	2 o más
Bueno	33.89	Medio	5 o más	Universitario	2 o más
Bueno	49.10	Medio	Menos de 5	Universitario	2 o más
Bueno	46.46	Alto	5 o más	Universitario	2 o más
Bueno	32.82	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.35	Alto	5 o más	Bachillerato	2 o más
Bueno	33.74	Medio	5 o más	Universitario	2 o más
Bueno	35.30	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	25.96	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.87	Alto	5 o más	Bachillerato	2 o más
Bueno	27.34	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	59.09	Bajo	5 o más	Universitario	2 o más
Bueno	31.08	Alto	5 o más	Universitario	2 o más
Bueno	33.47	Medio	5 o más	Universitario	2 o más
Bueno	41.52	Medio	5 o más	Universitario	2 o más
Bueno	40.86	Alto	5 o más	Universitario	1 o ninguno
Bueno	39.70	Alto	5 o más	Universitario	2 o más
Bueno	23.35	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.17	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	50.61	Medio	5 o más	Universitario	2 o más
Bueno	45.58	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	37.73	Alto	5 o más	Universitario	2 o más
Bueno	38.58	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.62	Medio	5 o más	Universitario	2 o más
Bueno	40.37	Alto	5 o más	Bachillerato	2 o más
Bueno	41.69	Alto	5 o más	Bachillerato	2 o más
Bueno	50.98	Bajo	Menos de 5	Universitario	2 o más
Bueno	35.08	Medio	Menos de 5	Bachillerato	2 o más
Bueno	45.21	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	36.11	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.05	Medio	5 o más	Universitario	2 o más
Bueno	25.14	Medio	5 o más	Bachillerato	2 o más
Bueno	35.33	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.75	Medio	5 o más	Universitario	2 o más
Bueno	21.34	Medio	5 o más	Universitario	1 o ninguno
Bueno	41.32	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.74	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.05	Alto	5 o más	Universitario	2 o más
Bueno	43.27	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.69	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	42.60	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.42	Alto	5 o más	Universitario	1 o ninguno
Bueno	57.92	Alto	5 o más	Universitario	2 o más
Bueno	40.71	Medio	5 o más	Universitario	2 o más
Bueno	28.50	Alto	5 o más	Bachillerato	2 o más
Bueno	43.12	Alto	5 o más	Bachillerato	2 o más
Bueno	42.73	Medio	Menos de 5	Universitario	2 o más
Bueno	45.51	Medio	5 o más	Bachillerato	2 o más
Bueno	52.97	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	29.36	Bajo	Menos de 5	Bachillerato	2 o más
Bueno	53.35	Alto	5 o más	Bachillerato	2 o más
Bueno	47.56	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.62	Alto	5 o más	Universitario	2 o más
Bueno	26.49	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.10	Medio	5 o más	Universitario	2 o más
Bueno	35.07	Medio	5 o más	Universitario	1 o ninguno
Bueno	40.26	Bajo	5 o más	Universitario	2 o más
Bueno	41.22	Alto	5 o más	Universitario	2 o más
Bueno	35.40	Medio	5 o más	Bachillerato	2 o más
Bueno	34.36	Alto	5 o más	Universitario	2 o más
Bueno	36.04	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.03	Alto	5 o más	Universitario	2 o más
Bueno	36.21	Alto	5 o más	Universitario	2 o más
Bueno	38.47	Alto	5 o más	Bachillerato	2 o más
Bueno	24.02	Alto	Menos de 5	Universitario	2 o más
Bueno	43.63	Medio	5 o más	Universitario	2 o más
Bueno	29.81	Medio	5 o más	Universitario	2 o más
Bueno	38.35	Medio	Menos de 5	Bachillerato	2 o más
Bueno	39.69	Medio	5 o más	Bachillerato	2 o más
Bueno	39.34	Alto	Menos de 5	Universitario	2 o más
Bueno	39.17	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.46	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.71	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.83	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	32.77	Alto	5 o más	Bachillerato	2 o más
Bueno	31.86	Alto	5 o más	Universitario	2 o más
Bueno	33.30	Alto	5 o más	Universitario	2 o más
Bueno	25.63	Alto	Menos de 5	Universitario	2 o más
Bueno	34.98	Alto	5 o más	Bachillerato	2 o más
Bueno	29.68	Alto	5 o más	Universitario	2 o más
Bueno	38.98	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	53.82	Medio	5 o más	Bachillerato	2 o más
Bueno	34.32	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.57	Alto	5 o más	Bachillerato	2 o más
Bueno	34.40	Medio	5 o más	Bachillerato	2 o más
Bueno	23.86	Bajo	5 o más	Bachillerato	2 o más
Bueno	51.25	Alto	5 o más	Bachillerato	2 o más
Bueno	30.49	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	43.78	Alto	5 o más	Universitario	2 o más
Bueno	37.98	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.06	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	25.44	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.41	Medio	5 o más	Bachillerato	2 o más
Bueno	39.50	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.34	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.33	Alto	Menos de 5	Bachillerato	2 o más
Bueno	38.16	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.87	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	31.19	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.98	Alto	5 o más	Bachillerato	2 o más
Bueno	31.25	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	29.31	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.46	Alto	5 o más	Universitario	2 o más
Bueno	27.61	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.45	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	32.83	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.18	Medio	5 o más	Universitario	2 o más
Bueno	20.21	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	48.63	Medio	5 o más	Universitario	2 o más
Bueno	30.01	Medio	5 o más	Bachillerato	2 o más
Bueno	46.95	Alto	5 o más	Universitario	2 o más
Bueno	31.21	Alto	5 o más	Universitario	2 o más
Bueno	26.86	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.93	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.39	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.72	Alto	5 o más	Universitario	2 o más
Bueno	53.87	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	24.18	Alto	5 o más	Universitario	2 o más
Bueno	43.36	Alto	Menos de 5	Universitario	2 o más
Bueno	35.42	Alto	Menos de 5	Universitario	2 o más
Bueno	32.53	Alto	5 o más	Bachillerato	2 o más
Bueno	37.79	Medio	5 o más	Universitario	2 o más
Bueno	25.82	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	37.86	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	20.54	Alto	5 o más	Universitario	2 o más
Bueno	38.32	Alto	5 o más	Bachillerato	2 o más
Bueno	63.35	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.28	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.34	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	31.91	Medio	5 o más	Universitario	2 o más
Bueno	31.86	Alto	5 o más	Universitario	2 o más
Bueno	47.48	Alto	Menos de 5	Universitario	2 o más
Bueno	35.11	Alto	5 o más	Bachillerato	2 o más
Bueno	38.58	Medio	Menos de 5	Bachillerato	2 o más
Bueno	40.23	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	40.43	Bajo	5 o más	Bachillerato	2 o más
Bueno	38.29	Medio	Menos de 5	Bachillerato	2 o más
Bueno	35.78	Medio	5 o más	Bachillerato	2 o más
Bueno	46.56	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	34.41	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	21.01	Alto	5 o más	Universitario	2 o más
Bueno	52.44	Alto	5 o más	Bachillerato	2 o más
Bueno	51.00	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	21.35	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.92	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	29.54	Medio	5 o más	Bachillerato	2 o más
Bueno	44.06	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.33	Medio	5 o más	Bachillerato	2 o más
Bueno	22.26	Medio	5 o más	Bachillerato	2 o más
Bueno	28.18	Medio	5 o más	Universitario	1 o ninguno
Bueno	58.69	Bajo	5 o más	Universitario	2 o más
Bueno	34.18	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	20.89	Alto	5 o más	Universitario	2 o más
Bueno	39.51	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.66	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.14	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.21	Medio	5 o más	Bachillerato	2 o más
Bueno	30.64	Medio	5 o más	Bachillerato	2 o más
Bueno	33.46	Medio	5 o más	Universitario	2 o más
Bueno	58.17	Bajo	5 o más	Bachillerato	2 o más
Bueno	32.06	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.48	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.19	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.13	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.91	Alto	Menos de 5	Bachillerato	2 o más
Bueno	39.25	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	25.46	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.85	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	29.53	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.64	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	45.52	Medio	5 o más	Bachillerato	2 o más
Bueno	28.43	Alto	Menos de 5	Bachillerato	2 o más
